page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
18278,Raoul Hernandez (Earth-616),\/Raoul_Hernandez_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12,Oct-80,1980
130554,Cassandra Ferlenghetti (Earth-616),\/Cassandra_Ferlenghetti_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,12,Apr-81,1981
1810,Helio (Earth-616),\/Helio_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,12,Jan-81,1981
249628,Sabrina Morrel (Earth-616),\/Sabrina_Morrel_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,12,Aug-81,1981
44891,Rebecca Banner (Earth-616),\/Rebecca_Banner_(Earth-616),,Good Characters,,Brown Hair,Female Characters,,Living Characters,12,Jan-82,1982
19597,Ruriko Tsumura (Earth-616),\/Ruriko_Tsumura_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Pink Hair,Female Characters,,Living Characters,12,Dec-82,1982
244365,Crystar (Earth-616),\/Crystar_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blue Hair,Male Characters,,Living Characters,12,May-83,1983
16467,Jebediah Guthrie (Earth-616),\/Jebediah_Guthrie_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,12,Nov-84,1984
100718,Tarianna (Earth-616),\/Tarianna_(Earth-616),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,12,Jun-84,1984
17247,Gunthar (Earth-616),\/Gunthar_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,12,May-85,1985
5467,Tar Baby (Earth-616),\/Tar_Baby_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,12,Jul-85,1985
16061,Lionel Jeffries (Earth-616),\/Lionel_Jeffries_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,12,Jan-86,1986
15908,Melody Guthrie (Earth-616),\/Melody_Guthrie_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,12,Aug-86,1986
1319,Chance (Fallen Angels) (Earth-616),\/Chance_(Fallen_Angels)_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,12,Apr-87,1987
396488,Lea C. Farr (Earth-616),\/Lea_C._Farr_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,12,Dec-87,1987
6152,Carlos Lobo (Earth-616),\/Carlos_Lobo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,12,Oct-88,1988
16450,David Moreau (Earth-616),\/David_Moreau_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,12,Oct-88,1988
1357,Davis Lawfers (Earth-616),\/Davis_Lawfers_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,12,Jan-88,1988
18789,Inquisitor (Vestry) (Earth-616),\/Inquisitor_(Vestry)_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,12,Oct-88,1988
1491,Kyle Brock (Earth-616),\/Kyle_Brock_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,12,Sep-88,1988
288198,Barbara Ketch (Earth-616),\/Barbara_Ketch_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,12,May-90,1990
18506,Caleb Alexander (Earth-616),\/Caleb_Alexander_(Earth-616),Public Identity,Good Characters,,Bald,Male Characters,,Deceased Characters,12,Apr-90,1990
44345,Reiko (Earth-616),\/Reiko_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,12,Sep-90,1990
16170,Animus (Hate-Monger) (Earth-616),\/Animus_(Hate-Monger)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,12,Nov-91,1991
522987,Dmitri Petrovich (Earth-616),\/Dmitri_Petrovich_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,12,Jun-92,1992
19671,Hardcore (Earth-616),\/Hardcore_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,12,Apr-92,1992
685241,Jackie Shorr (Earth-616),\/Jackie_Shorr_(Earth-616),Public Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,12,Feb-92,1992
177281,Josef Pohlmann (Earth-616),\/Josef_Pohlmann_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,12,Dec-92,1992
16069,Nigel Higgins (Earth-616),\/Nigel_Higgins_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12,Jun-92,1992
19583,Roussel Dupont (Earth-616),\/Roussel_Dupont_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,12,Jul-92,1992
39601,Taylor Madison (Earth-616),\/Taylor_Madison_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,12,Jul-92,1992
76376,Blodwen Reese (Earth-616),\/Blodwen_Reese_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,12,Jan-93,1993
92829,Ganymede (Spinsterhood) (Earth-616),\/Ganymede_(Spinsterhood)_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,12,May-93,1993
55751,Hiro Sokuto (Earth-616),\/Hiro_Sokuto_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12,Oct-93,1993
93216,Joseph Hauer (Earth-616),\/Joseph_Hauer_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,12,Apr-93,1993
93200,Raani Jatwinder (Earth-616),\/Raani_Jatwinder_(Earth-616),Secret Identity,Good Characters,Black Eyes,Purple Hair,Female Characters,,Living Characters,12,Jan-93,1993
184028,Rob Fortune (Earth-616),\/Rob_Fortune_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,12,Sep-95,1995
114013,Loki Laufeyson (Heroes Reborn) (Earth-616),\/Loki_Laufeyson_(Heroes_Reborn)_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,12,Nov-96,1996
347131,Patricia Walker (Heroes Reborn) (Earth-616),\/Patricia_Walker_(Heroes_Reborn)_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Deceased Characters,12,Nov-96,1996
43770,Daniel Kingsley (Earth-616),\/Daniel_Kingsley_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,12,Jan-97,1997
79575,Horatio Huxley (Earth-616),\/Horatio_Huxley_(Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,,Living Characters,12,Sep-97,1997
18542,Zuri (Earth-616),\/Zuri_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,12,Nov-98,1998
34677,Clinton McIntyre (Earth-616),\/Clinton_McIntyre_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,12,Apr-00,2000
3907,Robert Paine (Earth-616),\/Robert_Paine_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,12,Mar-00,2000
78115,Russian (Earth-616),\/Russian_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Reddish Blond Hair,Male Characters,,Deceased Characters,12,Nov-00,2000
78013,Spacker Dave (Earth-616),\/Spacker_Dave_(Earth-616),,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,12,Apr-00,2000
4165,Velmax (Earth-616),\/Velmax_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,12,Mar-00,2000
298157,Caryn Earle (Earth-616),\/Caryn_Earle_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,12,Jun-01,2001
21720,Desak Sterixian (Earth-616),\/Desak_Sterixian_(Earth-616),,Bad Characters,Orange Eyes,Reddish Blond Hair,Male Characters,,Living Characters,12,Mar-01,2001
21476,Thomas Logan (Earth-616),\/Thomas_Logan_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,12,Nov-01,2001
11944,Charles Moss (Earth-616),\/Charles_Moss_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,12,Sep-02,2002
289411,Bobo (Earth-616),\/Bobo_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,12,Jun-03,2003
43315,Steinbeck (Earth-616),\/Steinbeck_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Deceased Characters,12,Jun-03,2003
121264,Winston Frost (Earth-616),\/Winston_Frost_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,12,Jun-03,2003
34599,Invader-1 (Earth-616),\/Invader-1_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,12,Aug-04,2004
15381,Achelous (Earth-616),\/Achelous_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,12,Jun-05,2005
39501,Bowman (Earth-616),\/Bowman_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,12,Jun-05,2005
90504,Hammer (Hydra) (Earth-616),\/Hammer_(Hydra)_(Earth-616),Secret Identity,Bad Characters,,Yellow Hair,Male Characters,,Living Characters,12,Jun-05,2005
318158,Lotus (Pride) (Earth-616),\/Lotus_(Pride)_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,12,Sep-05,2005
90506,Militant (Earth-616),\/Militant_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,12,Jun-05,2005
19687,Nina Price (Earth-616),\/Nina_Price_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,12,Sep-05,2005
90505,Tactical Force (Karl) (Earth-616),\/Tactical_Force_(Karl)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,12,Jun-05,2005
30412,Tippy-Toe (Earth-616),\/Tippy-Toe_(Earth-616),Secret Identity,Good Characters,Black Eyes,Grey Hair,Female Characters,,Living Characters,12,Sep-05,2005
34004,Amir (Earth-616),\/Amir_(Earth-616),,Good Characters,Blue Eyes,,Female Characters,,Deceased Characters,12,Sep-06,2006
21155,Johnny Dee (Earth-616),\/Johnny_Dee_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,12,Feb-06,2006
23588,Krait (Earth-616),\/Krait_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,12,Feb-06,2006
189201,Alana Jobson (Sara Ehret) (Earth-616),\/Alana_Jobson_(Sara_Ehret)_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,12,Jun-07,2007
657145,Detective Kurtz (Earth-616),\/Detective_Kurtz_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,12,Nov-07,2007
338835,John Ladue (Earth-616),\/John_Ladue_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,12,Jun-07,2007
70931,Zak-Del (Earth-616),\/Zak-Del_(Earth-616),Secret Identity,Good Characters,Red Eyes,White Hair,Male Characters,,Living Characters,12,Aug-07,2007
93360,Alana Jobson (Earth-616),\/Alana_Jobson_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,Homosexual Characters,Deceased Characters,12,Feb-08,2008
153256,Claudine Renko (Earth-616),\/Claudine_Renko_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Female Characters,,Living Characters,12,Sep-08,2008
407709,Decimus Furius (Earth-616),\/Decimus_Furius_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,12,Dec-10,2010
396104,Hellverine (Earth-616),\/Hellverine_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,12,Nov-10,2010
407698,Jeb Lee (Earth-616),\/Jeb_Lee_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,12,Dec-10,2010
433144,Tanis Nieves (Earth-616),\/Tanis_Nieves_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,12,Dec-10,2010
504630,Codename: Bravo (Richard) (Earth-616),\/Codename:_Bravo_(Richard)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,12,Sep-11,2011
535584,Oscar Clemons (Earth-616),\/Oscar_Clemons_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,12,Oct-11,2011
535579,Walter Bolt (Earth-616),\/Walter_Bolt_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,12,Oct-11,2011
535379,Andrew Maguire (Earth-616),\/Andrew_Maguire_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,12,Oct-12,2012
570481,Fence (Earth-616),\/Fence_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,12,Oct-12,2012
516101,Hector Baez (Earth-616),\/Hector_Baez_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,12,Mar-12,2012
591732,Annabelle Riggs (Earth-616),\/Annabelle_Riggs_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,12,Apr-13,2013
578694,Luca Aldine (Earth-616),\/Luca_Aldine_(Earth-616),Public Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,12,Jan-13,2013
570331,Mudbug (Earth-616),\/Mudbug_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,12,Jan-13,2013
17957,Teresa Martin (Earth-616),\/Teresa_Martin_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,12,,
635275,Alexis (Earth-616),\/Alexis_(Earth-616),Public Identity,Good Characters,Purple Eyes,Blond Hair,Female Characters,,Living Characters,12,,
674895,Kamala Khan (Earth-616),\/Kamala_Khan_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,12,,
640769,Supergiant (Earth-616),\/Supergiant_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Female Characters,,Deceased Characters,12,,
237494,Leslie Lenrow (Earth-616),\/Leslie_Lenrow_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,11,Feb-40,1940
282545,Luther Robinson (Earth-616),\/Luther_Robinson_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11,Aug-40,1940
282476,Lynne Harris (Earth-616),\/Lynne_Harris_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11,Aug-40,1940
2670,Simon Meke (Earth-616),\/Simon_Meke_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11,Sep-46,1946
601995,Captain Rocke (Earth-616),\/Captain_Rocke_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,11,Apr-53,1953
57933,Billy Buckskin (Earth-616),\/Billy_Buckskin_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11,Nov-55,1955
17508,Spragg (Earth-616),\/Spragg_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,11,May-61,1961
289461,H. Warren Craddock (Skrull) (Earth-616),\/H._Warren_Craddock_(Skrull)_(Earth-616),,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,11,Jan-62,1962
8753,Lieutenant General Fredricks (Earth-616),\/Lieutenant_General_Fredricks_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,11,Mar-62,1962
15348,Zemu (Earth-616),\/Zemu_(Earth-616),,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,11,Dec-62,1962
527024,Charlie (Thief) (Earth-616),\/Charlie_(Thief)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,11,Jul-63,1963
1854,Arnold Brown (Earth-616),\/Arnold_Brown_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,11,Aug-65,1965
15060,Mutant Master (Earth-616),\/Mutant_Master_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,11,Nov-66,1966
2710,Mogul of the Mystic Mountain (Earth-616),\/Mogul_of_the_Mystic_Mountain_(Earth-616),,Bad Characters,Hazel Eyes,Black Hair,Male Characters,,Living Characters,11,Feb-67,1967
2707,Missing Link (Lincoln) (Earth-616),\/Missing_Link_(Lincoln)_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,11,Jul-68,1968
1405,Burtram Worthington (Earth-616),\/Burtram_Worthington_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,11,Dec-70,1970
2412,Elaine McLaughlin (Earth-616),\/Elaine_McLaughlin_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,11,Jan-70,1970
260479,Comanche (Earth-616),\/Comanche_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,11,Jun-72,1972
300999,George Chelm (Earth-616),\/George_Chelm_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,11,Jul-72,1972
37417,Phil Fox (Earth-616),\/Phil_Fox_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11,Dec-72,1972
242525,Reno Jones (Earth-616),\/Reno_Jones_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11,Oct-72,1972
86366,Triax (New Man) (Earth-616),\/Triax_(New_Man)_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,11,Dec-72,1972
1495,Edith Harker (Earth-616),\/Edith_Harker_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,11,Mar-73,1973
2409,Jordan Dixon (Earth-616),\/Jordan_Dixon_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,11,Jan-73,1973
302045,Safron Caulder (Earth-616),\/Safron_Caulder_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,11,Sep-73,1973
1266,Cagliostro (O-Bengh) (Earth-616),\/Cagliostro_(O-Bengh)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11,Mar-74,1974
1195,Desmond Drew (Earth-616),\/Desmond_Drew_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11,Apr-74,1974
439857,Martin Gold (Earth-616),\/Martin_Gold_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,11,Aug-74,1974
73846,Taboo (Earth-616),\/Taboo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,11,Jan-74,1974
16172,Arisen Tyrk (Earth-616),\/Arisen_Tyrk_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,11,Jan-75,1975
86402,Selma Blotte (Earth-616),\/Selma_Blotte_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,11,Mar-76,1976
15394,Adam II (Earth-616),\/Adam_II_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11,Aug-77,1977
235589,Donna Maria Puentes (Earth-616),\/Donna_Maria_Puentes_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,11,Feb-77,1977
410168,Lurker from Loch Ness (Earth-616),\/Lurker_from_Loch_Ness_(Earth-616),,Bad Characters,,,,,Deceased Characters,11,Jul-77,1977
2347,Reptilla (Earth-616),\/Reptilla_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,11,Sep-77,1977
1062,Lyle Dekker (Earth-616),\/Lyle_Dekker_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,11,Feb-78,1978
27566,Marya Maximoff (Earth-616),\/Marya_Maximoff_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11,Apr-79,1979
1847,Bradley Kroon (Earth-616),\/Bradley_Kroon_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,11,Jan-80,1980
39766,Chandra Ku (Earth-616),\/Chandra_Ku_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,11,Oct-80,1980
44167,Dolly Donohue (Earth-616),\/Dolly_Donohue_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,11,Nov-80,1980
492642,Jasmine (Earth-616),\/Jasmine_(Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Female Characters,,Deceased Characters,11,Jan-80,1980
2190,Robert Markham (Earth-616),\/Robert_Markham_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11,Oct-81,1981
172557,Shawna Lynde (Earth-616),\/Shawna_Lynde_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,11,Dec-81,1981
7575,Larry Ekler (Earth-616),\/Larry_Ekler_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,11,Mar-82,1982
2529,Molly Fitzgerald (Earth-616),\/Molly_Fitzgerald_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,11,Jun-82,1982
174398,Jefferson Archer (Earth-616),\/Jefferson_Archer_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,11,May-83,1983
4476,Jerome Jaxon (Earth-616),\/Jerome_Jaxon_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,11,Sep-83,1983
653729,Koth (Earth-616),\/Koth_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11,May-83,1983
23937,Skera (Earth-616),\/Skera_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Deceased Characters,11,Oct-83,1983
20961,Sonya Tolsky (Earth-616),\/Sonya_Tolsky_(Earth-616),Secret Identity,Good Characters,Brown Eyes,White Hair,Female Characters,,Living Characters,11,Sep-83,1983
653733,Stalax (Earth-616),\/Stalax_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11,May-83,1983
2519,Tarm (Earth-616),\/Tarm_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,11,Oct-83,1983
477439,Zardeth (Earth-616),\/Zardeth_(Earth-616),,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Deceased Characters,11,May-83,1983
18410,Cindy Adams (Earth-616),\/Cindy_Adams_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,11,Nov-84,1984
288952,Dara (Earth-616),\/Dara_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11,Sep-84,1984
3931,Douglas Carmody (Earth-616),\/Douglas_Carmody_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,11,Sep-84,1984
19563,Micah Synn (Earth-616),\/Micah_Synn_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11,Jan-84,1984
24640,Nelvanna (Earth-616),\/Nelvanna_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,11,Feb-84,1984
249824,Alaric (Asgardian) (Earth-616),\/Alaric_(Asgardian)_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11,Nov-85,1985
15817,Neal Conan (Earth-616),\/Neal_Conan_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11,Dec-85,1985
2255,F.R. Crozier (Earth-616),\/F.R._Crozier_(Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,11,Jul-86,1986
1731,Alphonsus Lefszycic (Earth-616),\/Alphonsus_Lefszycic_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11,May-87,1987
70480,Sol Brodstroke (Earth-616),\/Sol_Brodstroke_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11,Feb-87,1987
65391,Diane Davids (Earth-616),\/Diane_Davids_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Female Characters,,Living Characters,11,Jul-88,1988
16491,Hawkshaw (Earth-616),\/Hawkshaw_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,11,Oct-88,1988
413942,Russell (Inferno Baby) (Earth-616),\/Russell_(Inferno_Baby)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,11,Nov-88,1988
116303,Brandy Ash (Earth-616),\/Brandy_Ash_(Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,11,Oct-89,1989
5353,Frank Skorina (Earth-616),\/Frank_Skorina_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,11,Nov-89,1989
1052,Thomas Jones (Earth-616),\/Thomas_Jones_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11,Jun-89,1989
16782,Cylla Markham (Earth-616),\/Cylla_Markham_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,11,Apr-90,1990
280718,Headhunter (Mutant) (Earth-616),\/Headhunter_(Mutant)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,11,May-90,1990
13094,Dania (Earth-616),\/Dania_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,11,Dec-91,1991
9775,Russ Broxtel (Earth-616),\/Russ_Broxtel_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,11,Jun-91,1991
17138,Snowblind (Earth-616),\/Snowblind_(Earth-616),,Bad Characters,,White Hair,Male Characters,,Living Characters,11,May-91,1991
500205,Analisa Medina (Earth-616),\/Analisa_Medina_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11,Apr-92,1992
13243,Eric Conroy (Earth-616),\/Eric_Conroy_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11,Mar-92,1992
522778,Ivan Trevkov (Earth-616),\/Ivan_Trevkov_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,11,Jun-92,1992
16591,Jonathan Bryant (Digitek) (Earth-616),\/Jonathan_Bryant_(Digitek)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11,Dec-92,1992
